5.000000000000000000e+00 3.000000000000000000e+00 5.000000000000000000e+00 7.470528395061728055e+00
5.000000000000000000e+00 3.000000000000000000e+00 9.000000000000000000e+00 7.039214814814815036e+00
5.000000000000000000e+00 3.000000000000000000e+00 1.300000000000000000e+01 6.702948148148148100e+00
5.000000000000000000e+00 3.000000000000000000e+00 1.700000000000000000e+01 6.460750617283951058e+00
5.000000000000000000e+00 7.000000000000000000e+00 5.000000000000000000e+00 7.763723456790123656e+00
5.000000000000000000e+00 7.000000000000000000e+00 9.000000000000000000e+00 7.578967901234568316e+00
5.000000000000000000e+00 7.000000000000000000e+00 1.300000000000000000e+01 7.373254320987654431e+00
5.000000000000000000e+00 7.000000000000000000e+00 1.700000000000000000e+01 7.179106172839506250e+00
5.000000000000000000e+00 1.100000000000000000e+01 5.000000000000000000e+00 7.808967901234567854e+00
5.000000000000000000e+00 1.100000000000000000e+01 9.000000000000000000e+00 7.696799999999999642e+00
5.000000000000000000e+00 1.100000000000000000e+01 1.300000000000000000e+01 7.563881481481481650e+00
5.000000000000000000e+00 1.100000000000000000e+01 1.700000000000000000e+01 7.434913580246913511e+00
1.000000000000000000e+01 3.000000000000000000e+00 5.000000000000000000e+00 4.883407407407407419e+00
1.000000000000000000e+01 3.000000000000000000e+00 9.000000000000000000e+00 4.272592592592592275e+00
1.000000000000000000e+01 3.000000000000000000e+00 1.300000000000000000e+01 4.093965432098765511e+00
1.000000000000000000e+01 3.000000000000000000e+00 1.700000000000000000e+01 4.030483950617283817e+00
1.000000000000000000e+01 7.000000000000000000e+00 5.000000000000000000e+00 4.752577777777777790e+00
1.000000000000000000e+01 7.000000000000000000e+00 9.000000000000000000e+00 4.194696296296296367e+00
1.000000000000000000e+01 7.000000000000000000e+00 1.300000000000000000e+01 4.054903703703703677e+00
1.000000000000000000e+01 7.000000000000000000e+00 1.700000000000000000e+01 4.017535802469136108e+00
1.000000000000000000e+01 1.100000000000000000e+01 5.000000000000000000e+00 4.838009876543210019e+00
1.000000000000000000e+01 1.100000000000000000e+01 9.000000000000000000e+00 4.321728395061728456e+00
1.000000000000000000e+01 1.100000000000000000e+01 1.300000000000000000e+01 4.203219753086419708e+00
1.000000000000000000e+01 1.100000000000000000e+01 1.700000000000000000e+01 4.177032098765431911e+00
1.500000000000000000e+01 3.000000000000000000e+00 5.000000000000000000e+00 4.176864197530863798e+00
1.500000000000000000e+01 3.000000000000000000e+00 9.000000000000000000e+00 3.973417283950617218e+00
1.500000000000000000e+01 3.000000000000000000e+00 1.300000000000000000e+01 4.007861728395061718e+00
1.500000000000000000e+01 3.000000000000000000e+00 1.700000000000000000e+01 4.090839506172839535e+00
1.500000000000000000e+01 7.000000000000000000e+00 5.000000000000000000e+00 4.159570370370370362e+00
1.500000000000000000e+01 7.000000000000000000e+00 9.000000000000000000e+00 4.049639506172839631e+00
1.500000000000000000e+01 7.000000000000000000e+00 1.300000000000000000e+01 4.127955555555555378e+00
1.500000000000000000e+01 7.000000000000000000e+00 1.700000000000000000e+01 4.234123456790123363e+00
1.500000000000000000e+01 1.100000000000000000e+01 5.000000000000000000e+00 4.242325925925926278e+00
1.500000000000000000e+01 1.100000000000000000e+01 9.000000000000000000e+00 4.126266666666666971e+00
1.500000000000000000e+01 1.100000000000000000e+01 1.300000000000000000e+01 4.209135802469135434e+00
1.500000000000000000e+01 1.100000000000000000e+01 1.700000000000000000e+01 4.316706172839506195e+00
2.000000000000000000e+01 3.000000000000000000e+00 5.000000000000000000e+00 4.395274074074073667e+00
2.000000000000000000e+01 3.000000000000000000e+00 9.000000000000000000e+00 4.491619753086419919e+00
2.000000000000000000e+01 3.000000000000000000e+00 1.300000000000000000e+01 4.660809876543209995e+00
2.000000000000000000e+01 3.000000000000000000e+00 1.700000000000000000e+01 4.819007407407407406e+00
2.000000000000000000e+01 7.000000000000000000e+00 5.000000000000000000e+00 4.500809876543209853e+00
2.000000000000000000e+01 7.000000000000000000e+00 9.000000000000000000e+00 4.812982716049382326e+00
2.000000000000000000e+01 7.000000000000000000e+00 1.300000000000000000e+01 5.152143209876543395e+00
2.000000000000000000e+01 7.000000000000000000e+00 1.700000000000000000e+01 5.447837037037037256e+00
2.000000000000000000e+01 1.100000000000000000e+01 5.000000000000000000e+00 4.589417283950616877e+00
2.000000000000000000e+01 1.100000000000000000e+01 9.000000000000000000e+00 4.934592592592592197e+00
2.000000000000000000e+01 1.100000000000000000e+01 1.300000000000000000e+01 5.309382716049382722e+00
2.000000000000000000e+01 1.100000000000000000e+01 1.700000000000000000e+01 5.623269135802469343e+00
